anio,sem,enfermedad,casos,cie
2005,19,colera,0,a00
2005,19,dengue clasico,61,a90
2005,19,enfermedad febril exantematica,28,u97
2005,19,enfermedades infecciosas intestinales,97975,a01-a03
2005,19,escarlatina,192,a38
2005,19,fiebre del oeste del nilo,0,a92.3
2005,19,fiebre reumatica aguda,39,i00-i02
2005,19,fiebre tifoidea,520,a01.0
2005,19,hepatitis virica a,295,b15
2005,19,hepatitis virica b,5,b16
2005,19,hepatitis virica c,13,b17.1
2005,19,infeccion asintomatica por vih,39,z21
2005,19,infeccion intestinal debida a virus y otros organismos,79499,a04 a08-a09
2005,19,infecciones respiratorias agudas,388288,j00-j06
2005,19,intoxicacion alimentaria bacteriana,709,a05
2005,19,intoxicacion por animales venenosos,716,t63 excepto t63.2
2005,19,intoxicacion por plaguicidas,47,t60
2005,19,intoxicacion por veneno de escorpion,5110,t63.2
2005,19,leptospirosis,2,a27
2005,19,meningitis meningococica,0,a39.0
2005,19,meningitis tuberculosa,1,a17.0
2005,19,meningitis,14,g00-g03
2005,19,mordeduras por perro,2429,w54
2005,19,mordeduras por serpiente,41,x20
2005,19,neumonias y bronconeumonias,2261,j12
2005,19,paludismo por p. falciparum,4,b50
2005,19,paludismo por p. vivax,19,b51
2005,19,paralisis flacida aguda,40,u98
2005,19,paratifoidea,1570,a01.1-a02
2005,19,parotiditis infecciosa,164,b26
2005,19,rubeola congenita,1,p35.0
2005,19,rubeola,4,b06
2005,19,shigelosis,452,a03
2005,19,sida,65,b20-b24
2005,19,sifilis congenita,1,a50
2005,19,tetanos neonatal,0,a33
2005,19,tetanos,7,a34
2005,19,tos ferina,0,a37
2005,19,tuberculosis respiratoria,196,a15-a16
2005,19,varicela,7931,b01
2005,20,brucelosis,39,a23
2005,20,colera,0,a00
2005,20,dengue clasico,45,a90
2005,20,enfermedad febril exantematica,65,u97
2005,20,enfermedades infecciosas intestinales,98488,a01-a03
2005,20,escarlatina,169,a38
2005,20,fiebre del oeste del nilo,0,a92.3
2005,20,fiebre reumatica aguda,35,i00-i02
2005,20,fiebre tifoidea,506,a01.0
2005,20,hepatitis virica a,294,b15
2005,20,hepatitis virica b,19,b16
2005,20,hepatitis virica c,16,b17.1
2005,20,infeccion asintomatica por vih,55,z21
2005,20,infeccion intestinal debida a virus y otros organismos,80520,a04 a08-a09
2005,20,infecciones respiratorias agudas,383947,j00-j06
2005,20,intoxicacion alimentaria bacteriana,766,a05
2005,20,intoxicacion por animales venenosos,693,t63 excepto t63.2
2005,20,intoxicacion por plaguicidas,42,t60
2005,20,intoxicacion por veneno de escorpion,5282,t63.2
2005,20,leptospirosis,0,a27
2005,20,meningitis meningococica,0,a39.0
2005,20,meningitis tuberculosa,1,a17.0
2005,20,meningitis,13,g00-g03
2005,20,mordeduras por perro,2542,w54
2005,20,mordeduras por serpiente,73,x20
2005,20,neumonias y bronconeumonias,2367,j12
2005,20,paludismo por p. falciparum,0,b50
2005,20,paludismo por p. vivax,34,b51
2005,20,paralisis flacida aguda,7,u98
2005,20,paratifoidea,1551,a01.1-a02
2005,20,parotiditis infecciosa,158,b26
2005,20,rubeola congenita,0,p35.0
2005,20,rubeola,8,b06
2005,20,shigelosis,325,a03
2005,20,sida,77,b20-b24
2005,20,sifilis congenita,1,a50
2005,20,tetanos neonatal,0,a33
2005,20,tetanos,0,a34
2005,20,tos ferina,6,a37
2005,20,tuberculosis respiratoria,210,a15-a16
2005,20,varicela,8101,b01
2005,21,brucelosis,46,a23
2005,21,colera,0,a00
2005,21,dengue clasico,76,a90
2005,21,enfermedad febril exantematica,335,u97
2005,21,enfermedades infecciosas intestinales,111912,a01-a03
2005,21,escarlatina,170,a38
2005,21,fiebre del oeste del nilo,0,a92.3
2005,21,fiebre reumatica aguda,12,i00-i02
2005,21,fiebre tifoidea,656,a01.0
2005,21,hepatitis virica a,307,b15
2005,21,hepatitis virica b,7,b16
2005,21,hepatitis virica c,27,b17.1
2005,21,infeccion asintomatica por vih,51,z21
2005,21,infeccion intestinal debida a virus y otros organismos,90310,a04 a08-a09
2005,21,infecciones respiratorias agudas,413430,j00-j06
2005,21,intoxicacion alimentaria bacteriana,774,a05
2005,21,intoxicacion por animales venenosos,718,t63 excepto t63.2
2005,21,intoxicacion por plaguicidas,36,t60
2005,21,intoxicacion por veneno de escorpion,5524,t63.2
2005,21,leptospirosis,0,a27
2005,21,meningitis meningococica,1,a39.0
2005,21,meningitis tuberculosa,4,a17.0
2005,21,meningitis,16,g00-g03
2005,21,mordeduras por perro,2591,w54
2005,21,mordeduras por serpiente,69,x20
2005,21,neumonias y bronconeumonias,2242,j12
2005,21,paludismo por p. falciparum,0,b50
2005,21,paludismo por p. vivax,15,b51
2005,21,paralisis flacida aguda,18,u98
2005,21,paratifoidea,1905,a01.1-a02
2005,21,parotiditis infecciosa,182,b26
2005,21,rubeola congenita,0,p35.0
2005,21,rubeola,11,b06
2005,21,shigelosis,374,a03
2005,21,sida,53,b20-b24
2005,21,sifilis congenita,2,a50
2005,21,tetanos neonatal,0,a33
2005,21,tetanos,4,a34
2005,21,tos ferina,1,a37
2005,21,tuberculosis respiratoria,212,a15-a16
2005,21,varicela,9536,b01
2005,22,brucelosis,45,a23
2005,22,colera,0,a00
2005,22,conjuntivitis,6177,b30
2005,22,dengue clasico,103,a90
2005,22,enfermedad febril exantematica,75,u97
2005,22,escarlatina,211,a38
2005,22,fiebre del oeste del nilo,0,a92.3
2005,22,fiebre reumatica aguda,11,i00-i02
2005,22,fiebre tifoidea,634,a01.0
2005,22,hepatitis virica b,5,b16
2005,22,hepatitis virica c,18,b17.1
2005,22,infeccion gonococica genitourinaria,25,a54.0-a54.2
2005,22,infeccion intestinal debida a virus y otros organismos,87467,a04 a08-a09
2005,22,infecciones respiratorias agudas,384076,j00-j06
2005,22,intoxicacion alimentaria bacteriana,723,a05
2005,22,intoxicacion por animales venenosos,799,t63 excepto t63.2
2005,22,intoxicacion por plaguicidas,63,t60
2005,22,intoxicacion por veneno de escorpion,4591,t63.2
2005,22,leptospirosis,0,a27
2005,22,meningitis meningococica,2,a39.0
2005,22,meningitis tuberculosa,1,a17.0
2005,22,meningitis,24,g00-g03
2005,22,mordeduras por otros mamiferos,228,w55
2005,22,mordeduras por perro,2721,w54
2005,22,mordeduras por serpiente,79,x20
2005,22,neumonias y bronconeumonias,2102,j12
2005,22,paludismo por p. falciparum,0,b50
2005,22,paludismo por p. vivax,35,b51
2005,22,paralisis flacida aguda,5,u98
2005,22,paratifoidea,2014,a01.1-a02
2005,22,rubeola congenita,0,p35.0
2005,22,rubeola,4,b06
2005,22,shigelosis,431,a03
2005,22,sifilis adquirida,39,a51-a53
2005,22,sifilis congenita,3,a50
2005,22,tetanos neonatal,0,a33
2005,22,tetanos,4,a34
2005,22,tos ferina,3,a37
2005,22,tuberculosis respiratoria,234,a15-a16
2005,22,varicela,8049,b01
2005,23,brucelosis,38,a23
2005,23,colera,0,a00
2005,23,dengue clasico,81,a90
2005,23,enfermedad febril exantematica,55,u97
2005,23,enfermedades infecciosas intestinales,109496,a01-a03
2005,23,escarlatina,247,a38
2005,23,fiebre del oeste del nilo,0,a92.3
2005,23,fiebre reumatica aguda,14,i00-i02
2005,23,fiebre tifoidea,765,a01.0
2005,23,hepatitis virica a,347,b15
2005,23,hepatitis virica b,13,b16
2005,23,hepatitis virica c,23,b17.1
2005,23,infeccion asintomatica por vih,81,z21
2005,23,infeccion intestinal debida a virus y otros organismos,87753,a04 a08-a09
2005,23,infecciones respiratorias agudas,374899,j00-j06
2005,23,intoxicacion alimentaria bacteriana,741,a05
2005,23,intoxicacion por animales venenosos,899,t63 excepto t63.2
2005,23,intoxicacion por plaguicidas,69,t60
2005,23,intoxicacion por veneno de escorpion,5232,t63.2
2005,23,leptospirosis,0,a27
2005,23,meningitis meningococica,0,a39.0
2005,23,meningitis tuberculosa,1,a17.0
2005,23,meningitis,9,g00-g03
2005,23,mordeduras por otros mamiferos,235,w55
2005,23,mordeduras por perro,2974,w54
2005,23,mordeduras por serpiente,73,x20
2005,23,neumonias y bronconeumonias,2198,j12
2005,23,paludismo por p. falciparum,0,b50
2005,23,paludismo por p. vivax,20,b51
2005,23,paralisis flacida aguda,17,u98
2005,23,paratifoidea,2174,a01.1-a02
2005,23,parotiditis infecciosa,198,b26
2005,23,rubeola congenita,0,p35.0
2005,23,rubeola,17,b06
2005,23,shigelosis,491,a03
2005,23,sida,106,b20-b24
2005,23,sifilis congenita,0,a50
2005,23,tetanos neonatal,0,a33
2005,23,tetanos,7,a34
2005,23,tos ferina,9,a37
2005,23,tuberculosis respiratoria,224,a15-a16
2005,23,varicela,8743,b01
2005,24,brucelosis,48,a23
2005,24,colera,0,a00
2005,24,dengue clasico,92,a90
2005,24,enfermedad febril exantematica,366,u97
2005,24,enfermedades infecciosas intestinales,116277,a01-a03
2005,24,escarlatina,250,a38
2005,24,fiebre del oeste del nilo,0,a92.3
2005,24,fiebre reumatica aguda,27,i00-i02
2005,24,fiebre tifoidea,708,a01.0
2005,24,hepatitis virica a,345,b15
2005,24,hepatitis virica b,2,b16
2005,24,hepatitis virica c,33,b17.1
2005,24,infeccion asintomatica por vih,76,z21
2005,24,infeccion intestinal debida a virus y otros organismos,94124,a04 a08-a09
2005,24,infecciones respiratorias agudas,373533,j00-j06
2005,24,intoxicacion alimentaria bacteriana,701,a05
2005,24,intoxicacion por animales venenosos,906,t63 excepto t63.2
2005,24,intoxicacion por plaguicidas,62,t60
2005,24,intoxicacion por veneno de escorpion,5211,t63.2
2005,24,leptospirosis,1,a27
2005,24,meningitis meningococica,0,a39.0
2005,24,meningitis tuberculosa,2,a17.0
2005,24,meningitis,16,g00-g03
2005,24,mordeduras por otros mamiferos,258,w55
2005,24,mordeduras por perro,2663,w54
2005,24,mordeduras por serpiente,75,x20
2005,24,neumonias y bronconeumonias,2138,j12
2005,24,paludismo por p. falciparum,0,b50
2005,24,paludismo por p. vivax,37,b51
2005,24,paralisis flacida aguda,0,u98
2005,24,paratifoidea,2287,a01.1-a02
2005,24,parotiditis infecciosa,192,b26
2005,24,rubeola congenita,0,p35.0
2005,24,rubeola,11,b06
2005,24,shigelosis,350,a03
2005,24,sida,50,b20-b24
2005,24,sifilis congenita,6,a50
2005,24,tetanos neonatal,0,a33
2005,24,tetanos,0,a34
2005,24,tos ferina,12,a37
2005,24,tuberculosis respiratoria,242,a15-a16
2005,24,varicela,7352,b01
2005,25,brucelosis,54,a23
2005,25,colera,0,a00
2005,25,dengue clasico,115,a90
2005,25,enfermedad febril exantematica,72,u97
2005,25,enfermedades infecciosas intestinales,117002,a01-a03
2005,25,escarlatina,252,a38
2005,25,fiebre del oeste del nilo,0,a92.3
2005,25,fiebre reumatica aguda,16,i00-i02
2005,25,fiebre tifoidea,638,a01.0
2005,25,hepatitis virica a,349,b15
2005,25,hepatitis virica b,11,b16
2005,25,hepatitis virica c,24,b17.1
2005,25,infeccion asintomatica por vih,75,z21
2005,25,infeccion intestinal debida a virus y otros organismos,94228,a04 a08-a09
2005,25,infecciones respiratorias agudas,362273,j00-j06
2005,25,intoxicacion alimentaria bacteriana,723,a05
2005,25,intoxicacion por animales venenosos,926,t63 excepto t63.2
2005,25,intoxicacion por plaguicidas,59,t60
2005,25,intoxicacion por veneno de escorpion,4686,t63.2
2005,25,leptospirosis,1,a27
2005,25,meningitis meningococica,1,a39.0
2005,25,meningitis tuberculosa,1,a17.0
2005,25,meningitis,13,g00-g03
2005,25,mordeduras por otros mamiferos,235,w55
2005,25,mordeduras por perro,2673,w54
2005,25,mordeduras por serpiente,87,x20
2005,25,neumonias y bronconeumonias,2205,j12
2005,25,paludismo por p. falciparum,0,b50
2005,25,paludismo por p. vivax,45,b51
2005,25,paralisis flacida aguda,15,u98
2005,25,paratifoidea,2180,a01.1-a02
2005,25,parotiditis infecciosa,206,b26
2005,25,rubeola congenita,0,p35.0
2005,25,rubeola,10,b06
2005,25,shigelosis,449,a03
2005,25,sida,91,b20-b24
2005,25,sifilis congenita,3,a50
2005,25,tetanos neonatal,0,a33
2005,25,tetanos,3,a34
2005,25,tos ferina,8,a37
2005,25,tuberculosis respiratoria,228,a15-a16
2005,25,varicela,7127,b01
2005,26,brucelosis,56,a23
2005,26,colera,0,a00
2005,26,dengue clasico,210,a90
2005,26,enfermedad febril exantematica,128,u97
2005,26,enfermedades infecciosas intestinales,108933,a01-a03
2005,26,escarlatina,180,a38
2005,26,fiebre del oeste del nilo,0,a92.3
2005,26,fiebre reumatica aguda,22,i00-i02
2005,26,fiebre tifoidea,693,a01.0
2005,26,hepatitis virica a,333,b15
2005,26,hepatitis virica b,9,b16
2005,26,hepatitis virica c,26,b17.1
2005,26,infeccion asintomatica por vih,111,z21
2005,26,infeccion intestinal debida a virus y otros organismos,87627,a04 a08-a09
2005,26,infecciones respiratorias agudas,347201,j00-j06
2005,26,intoxicacion alimentaria bacteriana,687,a05
2005,26,intoxicacion por animales venenosos,971,t63 excepto t63.2
2005,26,intoxicacion por plaguicidas,87,t60
2005,26,intoxicacion por veneno de escorpion,4759,t63.2
2005,26,leptospirosis,0,a27
2005,26,meningitis meningococica,0,a39.0
2005,26,meningitis tuberculosa,2,a17.0
2005,26,meningitis,9,g00-g03
2005,26,mordeduras por otros mamiferos,188,w55
2005,26,mordeduras por perro,2636,w54
2005,26,mordeduras por serpiente,91,x20
2005,26,neumonias y bronconeumonias,1587,j12
2005,26,paludismo por p. falciparum,0,b50
2005,26,paludismo por p. vivax,41,b51
2005,26,paralisis flacida aguda,11,u98
2005,26,paratifoidea,1907,a01.1-a02
2005,26,parotiditis infecciosa,198,b26
2005,26,rubeola congenita,0,p35.0
2005,26,rubeola,9,b06
2005,26,shigelosis,348,a03
2005,26,sida,139,b20-b24
2005,26,sifilis congenita,2,a50
2005,26,tetanos neonatal,0,a33
2005,26,tetanos,0,a34
2005,26,tos ferina,47,a37
2005,26,tuberculosis respiratoria,256,a15-a16
2005,26,varicela,5834,b01
2005,27,brucelosis,33,a23
2005,27,colera,0,a00
2005,27,conjuntivitis,4394,b30
2005,27,dengue clasico,154,a90
2005,27,enfermedad febril exantematica,63,u97
2005,27,escarlatina,163,a38
2005,27,fiebre del oeste del nilo,0,a92.3
2005,27,fiebre reumatica aguda,27,i00-i02
2005,27,fiebre tifoidea,576,a01.0
2005,27,hepatitis virica a,264,b15
2005,27,hepatitis virica b,11,b16
2005,27,hepatitis virica c,19,b17.1
2005,27,infeccion asintomatica por vih,66,z21
2005,27,infeccion gonococica genitourinaria,19,a54.0-a54.2
2005,27,infeccion intestinal debida a virus y otros organismos,83727,a04 a08-a09
2005,27,infecciones respiratorias agudas,316460,j00-j06
2005,27,intoxicacion alimentaria bacteriana,728,a05
2005,27,intoxicacion por animales venenosos,796,t63 excepto t63.2
2005,27,intoxicacion por plaguicidas,105,t60
2005,27,intoxicacion por veneno de escorpion,4960,t63.2
2005,27,leptospirosis,1,a27
2005,27,meningitis meningococica,0,a39.0
2005,27,meningitis tuberculosa,3,a17.0
2005,27,meningitis,10,g00-g03
2005,27,mordeduras por otros mamiferos,229,w55
2005,27,mordeduras por perro,2438,w54
2005,27,mordeduras por serpiente,80,x20
2005,27,neumonias y bronconeumonias,1490,j12
2005,27,paludismo por p. falciparum,0,b50
2005,27,paludismo por p. vivax,27,b51
2005,27,paralisis flacida aguda,0,u98
2005,27,paratifoidea,1719,a01.1-a02
2005,27,parotiditis infecciosa,158,b26
2005,27,rubeola congenita,0,p35.0
2005,27,rubeola,15,b06
2005,27,shigelosis,342,a03
2005,27,sifilis adquirida,36,a51-a53
2005,27,sifilis congenita,2,a50
2005,27,tetanos neonatal,0,a33
2005,27,tetanos,0,a34
2005,27,tos ferina,0,a37
2005,27,tuberculosis respiratoria,229,a15-a16
2005,27,varicela,5013,b01
2005,28,brucelosis,38,a23
2005,28,colera,0,a00
2005,28,dengue clasico,212,a90
2005,28,enfermedad febril exantematica,219,u97
2005,28,enfermedades infecciosas intestinales,111311,a01-a03
2005,28,escarlatina,136,a38
2005,28,fiebre del oeste del nilo,0,a92.3
2005,28,fiebre reumatica aguda,17,i00-i02
2005,28,fiebre tifoidea,614,a01.0
2005,28,hepatitis virica a,239,b15
2005,28,hepatitis virica b,7,b16
2005,28,hepatitis virica c,11,b17.1
2005,28,infeccion asintomatica por vih,57,z21
2005,28,infeccion intestinal debida a virus y otros organismos,90101,a04 a08-a09
2005,28,infecciones respiratorias agudas,323066,j00-j06
2005,28,intoxicacion alimentaria bacteriana,702,a05
2005,28,intoxicacion por animales venenosos,930,t63 excepto t63.2
2005,28,intoxicacion por plaguicidas,106,t60
2005,28,intoxicacion por veneno de escorpion,4307,t63.2
2005,28,leptospirosis,1,a27
2005,28,meningitis tuberculosa,0,a17.0
2005,28,mordeduras por otros mamiferos,240,w55
2005,28,mordeduras por perro,2454,w54
2005,28,mordeduras por serpiente,75,x20
2005,28,neumonias y bronconeumonias,1793,j12
2005,28,paludismo por p. falciparum,0,b50
2005,28,paludismo por p. vivax,18,b51
2005,28,paralisis flacida aguda,12,u98
2005,28,paratifoidea,2004,a01.1-a02
2005,28,parotiditis infecciosa,129,b26
2005,28,rubeola congenita,0,p35.0
2005,28,rubeola,6,b06
2005,28,shigelosis,375,a03
2005,28,sida,82,b20-b24
2005,28,sifilis congenita,1,a50
2005,28,tetanos neonatal,0,a33
2005,28,tetanos,3,a34
2005,28,tos ferina,0,a37
2005,28,tuberculosis respiratoria,275,a15-a16
2005,28,varicela,4565,b01
2005,29,brucelosis,35,a23
2005,29,colera,0,a00
2005,29,dengue clasico,208,a90
2005,29,enfermedad febril exantematica,125,u97
2005,29,enfermedades infecciosas intestinales,120200,a01-a03
2005,29,escarlatina,99,a38
2005,29,fiebre del oeste del nilo,0,a92.3
2005,29,fiebre reumatica aguda,12,i00-i02
2005,29,fiebre tifoidea,614,a01.0
2005,29,hepatitis virica a,273,b15
2005,29,hepatitis virica b,12,b16
2005,29,hepatitis virica c,18,b17.1
2005,29,infeccion asintomatica por vih,57,z21
2005,29,infeccion intestinal debida a virus y otros organismos,96968,a04 a08-a09
2005,29,infecciones respiratorias agudas,310869,j00-j06
2005,29,intoxicacion alimentaria bacteriana,700,a05
2005,29,intoxicacion por animales venenosos,990,t63 excepto t63.2
2005,29,intoxicacion por plaguicidas,150,t60
2005,29,intoxicacion por veneno de escorpion,4857,t63.2
2005,29,leptospirosis,2,a27
2005,29,meningitis meningococica,9,a39.0
2005,29,meningitis tuberculosa,4,a17.0
2005,29,meningitis,9,g00-g03
2005,29,mordeduras por otros mamiferos,213,w55
2005,29,mordeduras por perro,2558,w54
2005,29,mordeduras por serpiente,108,x20
2005,29,neumonias y bronconeumonias,1508,j12
2005,29,paludismo por p. falciparum,0,b50
2005,29,paludismo por p. vivax,18,b51
2005,29,paralisis flacida aguda,0,u98
2005,29,paratifoidea,1975,a01.1-a02
2005,29,parotiditis infecciosa,139,b26
2005,29,rubeola congenita,0,p35.0
2005,29,rubeola,7,b06
2005,29,shigelosis,403,a03
2005,29,sida,98,b20-b24
2005,29,sifilis congenita,2,a50
2005,29,tetanos neonatal,0,a33
2005,29,tetanos,0,a34
2005,29,tos ferina,0,a37
2005,29,tuberculosis respiratoria,172,a15-a16
2005,29,varicela,3855,b01
2005,30,brucelosis,33,a23
2005,30,colera,0,a00
2005,30,dengue clasico,269,a90
2005,30,enfermedad febril exantematica,115,u97
2005,30,enfermedades infecciosas intestinales,128343,a01-a03
2005,30,escarlatina,153,a38
2005,30,fiebre del oeste del nilo,0,a92.3
2005,30,fiebre reumatica aguda,17,i00-i02
2005,30,fiebre tifoidea,650,a01.0
2005,30,hepatitis virica a,239,b15
2005,30,hepatitis virica b,5,b16
2005,30,hepatitis virica c,11,b17.1
2005,30,infeccion asintomatica por vih,69,z21
2005,30,infeccion intestinal debida a virus y otros organismos,103513,a04 a08-a09
2005,30,infecciones respiratorias agudas,295142,j00-j06
2005,30,intoxicacion alimentaria bacteriana,810,a05
2005,30,intoxicacion por animales venenosos,905,t63 excepto t63.2
2005,30,intoxicacion por plaguicidas,125,t60
2005,30,intoxicacion por veneno de escorpion,4496,t63.2
2005,30,leptospirosis,4,a27
2005,30,meningitis meningococica,2,a39.0
2005,30,meningitis tuberculosa,5,a17.0
2005,30,meningitis,14,g00-g03
2005,30,mordeduras por otros mamiferos,220,w55
2005,30,mordeduras por perro,2548,w54
2005,30,mordeduras por serpiente,105,x20
2005,30,neumonias y bronconeumonias,1617,j12
2005,30,paludismo por p. falciparum,0,b50
2005,30,paludismo por p. vivax,74,b51
2005,30,paralisis flacida aguda,25,u98
2005,30,paratifoidea,2125,a01.1-a02
2005,30,parotiditis infecciosa,103,b26
2005,30,rubeola congenita,0,p35.0
2005,30,rubeola,7,b06
2005,30,shigelosis,534,a03
2005,30,sida,88,b20-b24
2005,30,sifilis congenita,1,a50
2005,30,tetanos neonatal,0,a33
2005,30,tetanos,0,a34
2005,30,tos ferina,0,a37
2005,30,tuberculosis respiratoria,210,a15-a16
2005,30,varicela,3516,b01
2005,31,brucelosis,25,a23
2005,31,colera,0,a00
2005,31,conjuntivitis,3856,b30
2005,31,dengue clasico,192,a90
2005,31,enfermedad febril exantematica,3,u97
2005,31,escarlatina,92,a38
2005,31,fiebre del oeste del nilo,0,a92.3
2005,31,fiebre reumatica aguda,31,i00-i02
2005,31,fiebre tifoidea,585,a01.0
2005,31,hepatitis virica a,236,b15
2005,31,hepatitis virica b,5,b16
2005,31,hepatitis virica c,16,b17.1
2005,31,infeccion asintomatica por vih,81,z21
2005,31,infeccion gonococica genitourinaria,34,a54.0-a54.2
2005,31,infeccion intestinal debida a virus y otros organismos,101896,a04 a08-a09
